title,description,price,product
TAKKRAGE M/ STYRING 0-25° GRÅ - ADURO,Takkrage monteres omkring startseksjonen i stuen. Takrage med styring brukes når det ikke er mulig å bruke sperrestyring. Produktinformasjon: 0-25° Leveres inkl. skruer og tetningslist Farge: grå,1399.0,50665
Soyayoghurt,Sukkerfri 500g Alpro,34.5,46556
Nistesalami,Bordpakning 250g Grilstad,58.9,43884
Butinox Interiør Tak,"Butinox Interiør Tak er en takmalinge som gir god dekk, spruter lite og gulner ikke. Malingen er enkel og bruke og gir et skjoldfritt utseende.<br><br>Butinox Interiør Tak er en hvit, helmatt, vannbasert og løsemiddelfri takmaling for innvendig bruk. Malingen benyttes som takmaling på sandsparkel, puss, betong og bygningsplater. <h3>Kaldt eller varmt lys</h3>Hva slag atmosfære vil du ha i rommet? En halogenpære gir varmere lys og mer lunhet i et rom enn en Led-pære gjør. Graden av gulhet i lyset, vil også påvirke hvordan du oppfatter faregene på vegger og tak, så ta gjerne en test før du maler. Lys vi oppfatter som varmt, befinner seg rundt 2700 K (kelvin).<h3>Teknisk info</h3>Påføringsmetode: Pensel, rull eller sprøyte.<br>Anbefalt forbruk: 8–10 m2/ltr. pr strøk; avhengig av underlaget. <br>Tørketider: Overmalbar: Min. 2 timer. Berøringstørr etter 0,5 timer.",195.0,52970
Plastkile brekkbar,"Fleksibel plastkile for åpning av gulv, vindu, dørkarm eller lignende. Kilen er brytbar hver femte millimeter og kan deles opp i mindre kiler. Snitt i kilens senter for spiker eller skrue.",99.95,48005
Butinox Int Kjøkken & Bad Hvit-base,"Butinox Interiør Kjøkken &amp; Bad er en halvblank og robust akrylmaling med ekstra vannfast og vaskbar overflate.<br><br>Malingen inneholder filmkonserverende midler som reduserer risiko for overflatesopp. Butinox Interiør Kjøkken &amp; Bad kan brukes på flere typer underlag, enten det er vegger av glassfiber, tapet, bygningsplater, puss eller betong.<h3>Ekstra vaskbar overflate</h3>Kjøkkenet er et allrom der alt er i bruk nesten hele tiden. Så hvilke farger passer her? Kanskje dem som får maten til å se frisk og god ut. Som gjør at du får lyst på det som er på tallerkenen? Eller farger som roer ned energien og gir avslappende atmosfære, for å nyte et måltid ro. Finn basisfargen, så har Butinox paletten, og malingskvaliteten vi anbefaler er vaskbar og robust.<h3>Fargers påvirkning</h3>Det sies at gult i interiøret gir energi og virker oppløftende og skal fremme det intellektuelle. Men fargen kan også oppleves som urolig og irriterende.<h3>Teknisk info</h3>Påføringsmetode: Pensel, rull eller sprøyte.<br>Anbefalt forbruk: 8–10 m2/ltr. pr strøk; avhengig av underlaget. <br>Tørketider: Overmalbar: Min. 4 timer. Berøringstørr etter 1 time.<br><br>Malingen er inneklimavennlig og er anbefalt av det svenske astma- og allergiforbundet.",319.0,52970
"Butinox Int Panel,D,V 15 Hvit-base","BUTINOX Interiør Panel, Dør &amp; Vindu er en slitesterk, vaskbar spesialmaling som tørker raskt og maler du med en hvit farge, gulner den ikke. Fargen holder seg hvit.<br><br>Benyttes som mellom- og toppstrøk på panel, dører, vinduer, lister og innredninger. BUTINOX Interiør Panel, Dør og Vindu er en vanntynnet ren akrylmaling for innvendig treverk.<h3>Male døren og veggen i samme farge</h3>Mal døren i samme farge som veggen. Da vil den ikke ta for mye oppmerksomhet. Veggen og rommet vil virke større, og mer helhetlig.<h3>Vask før du maler</h3>Husk alltid å vask flatene før du skal male. Da får du bedre malingsheft og sluttresultat. Butinox Interiørvask er et spesialvaskemiddel til forbehandling av vegger før maling. Den fjerner fett- og såperester.<h3>Teknisk info</h3>Påføringsmetode: Pensel, rull eller sprøyte.<br>Anbefalt forbruk: 8–12 m2/ltr. pr strøk; avhengig av underlaget. <br>Tørketider: Berøringstørr: Ca 1 time. Overmalbar: Min. 4 timer.",135.0,52970
Midtstolpe Spin Fontanot Krom,"Trappeprodusenten Fontanots historie startet i 1947 i brødrene Albinis snekkerverksted i sentrum av Rimini. Med stor hengivenhet produserte håndverkerne Albini trestiger med en utpreget personlig stil. Den høye kvaliteten på produktene deres gjorde at de ble blant de mest populære stigeprodusentene i hele regionen<br><br>
<h3>Midtstolpe Spin Fontanot</h3>
Midtstolpe fremstilt av stål, 82 cm, 2 års garanti",439.0,47620
Kabelklammer,"Kabelklammer, 16 mm, 10 stk",24.95,54203
Tilluftsventil,<h2>RASKE FAKTA</h2>,99.0,48648
Teleskopkanal,"Teleskopisk plastrør med dimensjon 100 mm, lengde 300 til 500 mm. Material: resirkulert PVC.",69.95,48125
Tilbakeslagsspjeld Ventit Valve Diameter Habo,Tilbakeslagsspjeld diameter 100 mm.,99.95,48681
Luftventil,<h2>RASKE FAKTA</h2>,129.0,53496
Luftventil,"Tillufts-/avtrekksventil for vegg- eller takmontering. Enkel montering og regulerbar innstilling. Dimensjon 100 mm.
<br><br>",99.95,53496
Fugeskje 12 mm,Mureskje med slipt blad av spesialherdet stål og håndtak i tre.,29.95,54707
Hagehanske,"En hagehanske av nylon med nitrilskumdypping. Slitesterk og smidig.<br><br>
Vaskbar på 40 grader.<br>
Dame, STL 7",29.95,48866
Hagehanske Guide 5532,"Denne svært smidige hagehansken i nylon har innerhåndsbelegg i PU, som gir et godt, væsketett grep, og den har dekorativt trykk på overhånden. Hansken er strikket sømløst, noe som gir ekstra god følsomhet for fingertuppene og gjør hansken luftig og sval.<br><br>",59.95,48866
"Ørepropper Zekler 802L, 10-pakk","Engangspropp i størrelsen Large (L) som passer til de fleste øreganger. Materialets sammensetning gjør at proppen har en godt balansert ekspansjon. Zekler 802 L har en veldig jevn dempning, noe som sørger for naturlig lydgjengivelse. <br><br>",49.95,49381
Vinterhanske,En god og helføret arbeidshanske som kan brukes i kalde miljøer.,94.95,53725
Vinterhanske,"En varm og fôret hanske av geiteskinn. Praktisk og flott når du skal holde deg varm, og beholder følelsen i fingertuppene. <br>
STL 8.",79.95,53725
Midtstolpe Bertil,Midtstolpe til glassrekkverk Bertil fra Jabo.<br><br>,1295.0,47620
Grillplate Char-broil,"I 1948 presenterte Char-Broil en av de første kullgrillene på markedet. Siden den gang har de fortsatt å sette standarden med bærbare griller, elektriske griller og gassgriller med elektrisk tenning. Nå kan du endelig få tak i Char-Broil i Norge, kun på Byggmax!<br><br>Denne allsidige porselensemaljerte støpejernsplaten har to sider: den ene er glatt, mens den andre har spor som en grillpanne. Stek for eksempel bacon, pølse, egg osv. – med denne grillplaten kan du tilberede den herligste frokost utendørs. Eller hva med å grille grønnsaker eller perfekte pannekaker? Mulighetene er nærmest uendelige. <br><br>Denne lille grillpannen er utformet slik at den kan erstatte den 22 cm brede grillristen som følger med Char-Broil Performance. <br>Størrelse: 46,3cm x 22,1cm",729.0,52743
Tannbørsteglass Beslagsboden B443X Hvit,Holder med tannbørsteglass. Hvitlakkert messing.,183.0,53749
Tannbørsteglass Beslagsboden B443KM Krom,Holder med tannbørsteglass. Mattbørstet krom.,187.0,53749
Reservepapirholder 2230 Habo Hvit,"Reserveholder for 3 stk. toalettruller. Krom er av messing, hvitlakkert av stål.",449.0,54326
Reservepapirholder 2229 Habo Hvit,Reserveholder av stål/messing for 1 stk. reserverull.,259.0,54326
Reservepapirholder Fortuna Habo Krom,Reservpapirholder i forkrommet messing med skult innfestning. Monteringsplaten som følger med produktet er tilpasset for montering med skruer eller universalepoxy.,559.0,54326
Reservepapirholder 2230 Habo Krom,Reserveholder av stål/messing for 1 stk. reserverull.,419.0,54326
Vinduslukker 180 Habo Nikkel,Vinduslukker i nikkelbelagt sink. Inkludert skruer.,88.95,53062
Rosett 2820-2 Habo Rustfritt stål,Vriderskilt i messing. Leveres med skruer for gjennomgående innfesting. Tilpasset dørtykkelse 38-42 mm. Beregnet for dørvrider 0408 Coupé og 2803-19 mm.,119.0,53963
Rosett 990-15 Habo Nikkel,Vriderskilt i messing. Leveres med skruer for gjennomgående innfesting og treskruer.,92.95,53963
Rosett 1680 Habo Polert messing,Vriderskilt i messing. Leveres skruer for gjennomgående innfesting og treskruer. Tilpasset dørtykkelse 38-42 mm. Beregnet for dørvrider 683.,83.95,53963
Rosett Oval 316 Habo Rustfritt stål 316,"Vriderskilt smalprofil i børstet rustfritt syrefast stål. For gjennomgående feste på dørtykkelse 35-60 mm. Passer alle dørvridere i 316-serien. Leveres med 2 stk. M4x75 mm kappeskruer, 2 stk. M4 hylsemutter, samt 4 stk. treskruer. Sett à 2 stk.",109.0,53963
Dimbar LED-pære,LED-lampe med varmhvitt lys og trinnløs lysregulering med dimmer.,39.95,54340
Vinduslukker 154 Innadslående Habo Hvit,Vinduslås for innadslående vindu. FG-godkjent ifølge SS 3620 klasse A.,449.0,53062
Dimbar LED-pære,LED-lampe med varmhvitt lys og trinnløs lysregulering med dimmer.,29.95,54340
Sidekurv 520x150x130 mm hvit,Sidekurv er produsert av epoksylakkert stål. Praktisk kurv som festes på siden av kurvstativet eller skrues på vegg.,145.0,53087
Graderenrør N70 75 grader sort,,274.0,54358
Kryssfinerplate Furu 25X2440X1220 A/C Skarpkant,,465.0,54798
"Sidekurv Platinum 520X150X130, Dybde 54Cm","Hjul, stativføtter, uttrekkstopp, etikettholder, klips etc, er smarte tilbehørsprodukter til kurvstativ. Hengetilbehør til kurv er en enkelt måte å utvide kurvløsningens funksjonalitet. Trenger man et sted å oppbevare slips, belter, håndvesker etc, så er slips- og beltehenger, krokrekke, sidekurver en god løsning.",155.0,53087
Vindtettingsprofil 3000 mm vertikal,"VT-V (Vertikal) profilen er en del av Norgips vindtettsystem for GU-X og Weatherboard. Brukes på vertikale skjøter uten understøttelse. 
Norgips vindtettsystem har teknisk godkjennelse fra SINTEF Byggforsk TG2418.",73.3,48358
Sprekkpanel Furu Beiset Skogbrun 13x120 mm,,39.9,48350
Sprekkpanel Furu Hvitmalt s0500-n 13x120 mm med spikerfals,,39.0,48350
Sprekkpanel Furu Hvitmalt s0502-y 13x120x2390 mm kvistfri med spikerfals,,139.0,48350
Sprekkpanel Furu Hvitmalt s0502-y 13x120x4800 mm kvistfri med spikerfals,,259.0,48350
Terrassetak Sotet SunGlaze 3000x585x4mm,,449.0,48404
Terrassetak Klar SunGlaze 3000x585x4mm,,449.0,48404
Terrassetak Klar SunGlaze 4200x585x4mm,,999.0,48404
Terrassetak Sotet SunGlaze 4200x585x4mm,,999.0,48404
Terrassetak Sotet SunGlaze 3600x585x4mm,,749.0,48404
Bålsted Ø 72 cm Dancook 9000,,190.0,50541
Hagegjødsel 15kg Floralux 12-4-18,,329.0,47892
Takmaling Jotaplast Hvit 10L,,499.0,48511
Hardvoks-Olje Mørk Grå 750 Ml,,349.0,48536
"Hardvoks-Olje Fargeløs 2,5 Ltr",,99.0,48536
"Akrylmaling Panel/Tre 40 Hvit Harmoni 0,68L",,169.0,48503
"Akrylmaling Panel/Tre 15 Hvit Harmoni 0,68L",,169.0,48503
Tilbakeslagsspjeld FBD 125,,74.9,48681
DRENSKVEIL USLISS 83/100MM-25M,,,54824
DRENSKVEIL SLISS 83/100MM-25M,,,54824
GLASSFIBER HARLEKIN J-430 30M,,,48405
GLASSFIBER GROVSTRUKTUR J-180 30M,,,48405
KUPLING 3/8,"Diverse tilbehør for spikerpistoler, luftslanger og kompressorer.",,47306
"DIAMANTBLAD ALLE MATR 230X2,2X22",,,52227
KUPLING 1/4,,,47306
HÅNDVERKSKNIV HVK 100 HULTAFORS,"Hultafors håndverkskniv utviklet og tilpasset etter håndverkeres behov produsert i japansk knivstål. Unik funksjon gjør at hylsteret ikke løsner fra knappen på buksene, samtidig med at den er lett å ta bort. Knivblad av 2,5 mm kullstål, herdet til 58-60 HRC. Eggen er slipt i flere operasjoner med en avsluttende bryning på lærskive. Skaftet og sliren er fremstilt i ekstra slagfast PP-plast. Hylsteret passer like bra i belte som på en knapp. Er beltet tykt, skjær bare bort den lille tappen på lokket.",,48297
MURPLUGG 6 POSE 12,MURPLUGG: Plugg til alle festeoppgaver i betong. Gripex murplugg er en tredelt plugg beregnet til treskruer og gipsskruer for feste i betong og massivt murverk. Tredelingen gir en perfekt sentrering av skruen og gir et likt presspå segmentene mot hullveggen. Ribbene på hylsen hindrer rotasjon ved innskruing av skruen. Skruelengden finner man lettest ved å legge plugglengden til tykkelsen på objektet. Bruksområde: Standard innfesting i betong og massivt murverk. UNIVERSALPLUGG: Nesten uansett hva en har behov for å feste kan det løses med en universalplugg. Denne unike pluggen er beregnet for praktisk talt all standard montering. Pluggen er utstyrt med krave som hindrer den i å gli gjennom festeobjektet. Dette er spesielt nyttig ved montering i hulrom. I hulrom knyter pluggen seg på baksiden av veggen mot hulrommet. Ribbene øverst på pluggen hindrer effektivt rotasjon i festeobjektet. SKruen kan være en treskrue eller en gipsplateskrue. Bruksområde: All standard montering av bygningsdetaljer.,,54369
MURPLUGG 8 POSE 12,MURPLUGG: Plugg til alle festeoppgaver i betong. Gripex murplugg er en tredelt plugg beregnet til treskruer og gipsskruer for feste i betong og massivt murverk. Tredelingen gir en perfekt sentrering av skruen og gir et likt presspå segmentene mot hullveggen. Ribbene på hylsen hindrer rotasjon ved innskruing av skruen. Skruelengden finner man lettest ved å legge plugglengden til tykkelsen på objektet. Bruksområde: Standard innfesting i betong og massivt murverk. UNIVERSALPLUGG: Nesten uansett hva en har behov for å feste kan det løses med en universalplugg. Denne unike pluggen er beregnet for praktisk talt all standard montering. Pluggen er utstyrt med krave som hindrer den i å gli gjennom festeobjektet. Dette er spesielt nyttig ved montering i hulrom. I hulrom knyter pluggen seg på baksiden av veggen mot hulrommet. Ribbene øverst på pluggen hindrer effektivt rotasjon i festeobjektet. SKruen kan være en treskrue eller en gipsplateskrue. Bruksområde: All standard montering av bygningsdetaljer.,,54369
STØPSEL NYLON JORD RETT HVI.SB,,,54212
GASSALARM 3000 230V 12V,"Gassalarm som reagerer på: Butan,
propan, Metan, Naturgass, bygass,
dioxingass og alle branngasser - Ideell til:
Kjøkken, fyrrom, verksted, båten, camping
Til 12 eller 230 volt(adapter medfølger)
Eske 6/6",,49376
VANNSLANGE IND RØD 25MM 50M,,,52058
FORKLE HVIT STD HARSTAD,,,54892
FORKLE MED ARMER HVIT M BODØ,,,54892
FORKLE MED ARMER HVIT S BODØ,,,54892
GRESSBLAD 8CM,GARDENA gress- og buksbomblad passer til alle Accu-sakser i ClassicCut- og ComfortCut-seriene. Bladet har en klippebredde på 8 cm og er lett å bytte.,,47681
BALKONGFLAGG 72X99 INKLUDERT VEGGFESTE,Balkongflagg 72x99 cm inkludert veggfeste,,49440
Plastdunk med lokk 70l,"Rund plastdunk, 70 l med håndtak på sidene og lokk med klemmlås, sort.",,54904
VINGLASS (UTEN STETT) 63 CL 6 PK CU,,,45098
MATBOKS I PLAST MED  LOKK 1L,"Matboks i plast med sikkert lokk som klemmes på plass, transparent med turkis",,45243
LOKKEMAT TIL FLUEFELLE 2-PK,"Lokkemiddelet er miljøvennlig og uten gift. Meget tiltrekkende på fluer, som drukner i blandingen.",,50510
LOKKEMAT TIL VEPSEFELLE 2-PK,"Lokkemiddelet er miljøvennlig og uten gift. Meget tiltrekkende på veps, som drukner i blandingen.",,50510
ROTISSERIE TIL CELLO GRILL,,,53470
PEM-KOBLING 32 RETT PLAST,,,46896
UNDERDEL 105 JOY HØ SORT,,,53907
TILLUFTSVENTIL Ø125 HVIT PLAST EAN,"Ventilene har gode egenskaper m.h.t. lydnivå, luftmotstand og kapasitet. Konstruert for optimal luftdistribusjon.Aerodynamisk utformet ventilkjegle gir lavt lydnivå.Moderne, elegant design.Ventilene leveres med fjærer og er enkle å montere/demontere.Rengjøres med vanlige vaskemidler.Pakket i plastpose.",,48648
TILLUFTSVENTIL Ø100,"Flexit tilluftsventil ø 100 med aerodynamisk utformet ventilkjegle for lavest mulig lydnivå. Flexit-ventilene har gode egenskaper mtp. lydnivå, luftmotstand og kapasitet. Ventilene har en moderne, elegant design, en pakning i skumplast.",,48648
SKJØTEKANAL PLAST 12CM 4,"Flexit skjøtekanal 12cm i plast, 4 x 4"". Brukes for å forlenge teleskopkanalene. Kan sammenføyes fortløpende. Samme mål som utvendig del på teleskopkanalen.",,52096
SKJØTEKANAL PLAST 12CM 4X6,"Skjøtekanal i plast 4 x 6"". Lengde: 12 cm. Brukes for å forlenge teleskopkanalene. Kan sammenføyes fortløpende. Samme mål som utvendig del på teleskopkanalen.",,52096
HARDMETALL MULTIFRESER 2 MM - PROXXON,"Proxxon hardmetall-multifreser er laget av kvalitetsmateriale såvel som ekstremt harde materialer. Freseren er velegnet til teknisk arbeid, som gravering og utfresing av printplater. Anbefales til stål, støpestål, bløtmetall, hardmetall og til vibrasjonsfri fresing med høy målenøyaktighet. Emnet må fastgjøres solid for å unngå at det kanter. Produktinformasjon: Diameter: 2 mm Skaftdiameter: 3 mm Antall: 2 stk. Til bearbeiding av stål, ikke-jernholdige metaller, plastikk, og ekstremt harde materialer.",109.9,48139
SYLINDERFRESER RETT Ø3 MM 2 STK - PROXXON,"Til fresing i bløtt og hardt tre, aluminium, messing og ulegert verktøysstål. Ideel til å frihåndsarbeid, profilering og riller. Produktinformasjon: Antall: 2 stk Diameter: 3 mm ",64.9,53946
TAKMALING HVIT HELMATT 10 LITER - SADOLIN,"Sadolin takmaling er en svanemerket helmatt maling som er velegnet til tak av gips, betong, puss og glassfilt. Malingens tørketid gir gir en jevn og pen overflate og gjør malejobben lettere. Malingen påføres med spryte rull eller pensel. Produktinformasjon: Innhold: 10 liter Farge: hvit Glans: 2 helmatt Spredeevne: 4-6 m² pr. liter Tørketid: 1 time Overmalbar: 2 timer Miljømerke: Svanen",239.6,48511
STIGA BENSINDREVET GRESSKLIPPER COMBI 48 S,"Selvkjørende gressklipper fra Stiga med tre forskjellige klippesystemer. Multiklipp-systemet (bioklipp) finkutter gresset og fordeler det utover gressplenen som en form for naturlig gjødsling. Dersom gresset er høyt samler gressklipperen opp det avklippede gresset eller kaster det ut gjennom bakutkastet. Gressklipperens håndtak er justerbart og har et behagelig grep som gjør at gressklipperen er komfortabel å arbeide med. Med en klippebredde på 46 cm er Combi 48 S velegnet til mellomstore hager med et areal på opptil 1600 m². Produktinformasjon: Motortype: ST 45 OHV Drivstoff: bensin Tankvolum: 0,75 L Motoreffekt: 2,2 kW Turtall: 2.900 o./min. Hastighet: 2,8 km/time Materiale (konstruksjon): stål Klippebredde: 46 cm Klippehøyde: 27-80 mm Antall høydeposisjoner: 5 Fremdrift: selvkjørende Lydnivå: 96 dB(A) Oppsamlingskapasitet: 60 L Vekt: 34 kg",3190.0,49170
GRILLHANSKE SVART MED SILIKONGREP - OUTDOORCHEF,Praktisk grillhanske som beskytter hendene fra varmen når du griller. Hanskens grep i silikon minsker risikoen for å miste for eksempel tenger eller stekespader. Produktinformasjon: Farge: svart,159.0,54545
Kjøkkenklut,Mikrofiber 30x35cm Jordan,41.9,45037
Oyster Sauce,150ml Blue Dragon,39.9,44073
Kina Wafer,55g Fazer,21.9,45534
Gryteskrubb,1stk Jordan,48.9,44984
Sfinx Konfekt,380g,139.0,44858
Garderobepakke for 3 dører Grinda,"Grinda innredning er tilpasset våre skyvedører i London-serien samt i et walk in closet. For deg som har liten plass eller for deg som har lavere takhøyde så er hyller, stolper og klesstenger kappbare.
<br><br>
Denne pakken passer bak tre skyvedører i London serien.",4595.0,54183
Garderobepakke med gavlside for 2 dører Grinda,"<div class=""files"">",3395.0,54183
Garderobepakke med gavlside for 3 dører Grinda,"<div class=""files"">",5395.0,54183
Kabelklammer,"Elastiske clips. Tåler harde slag, kulde, varme og syrer. Med montert forzinket spiker. Hvite.",14.95,54203
Kabelklammer,"Kabelklammer, 22 mm, 10 stk.",29.95,54203
Kabelklammer,"Spikerklips (TC) av plast med stålspiker for oval installasjonskabel PR-kabel 2x1,5 mm- 2x1,5 mm. Spikres direkte i underlaget. 25-pakn.",16.95,54203
Støpsel Hvit,Jordet støpsel. 10/16A. 250V.,17.95,54212
Lufteventil 1300 Habo Hvit,Lufteventil av plast.,109.0,53673
Lufteventil 1200 Habo Hvit,Lufteventil av plast.,199.0,53673
Lufteventil 1200 Habo Hvit,Lufteventil av plast.,159.0,53673
Superlim Illbruck,"En samling av cyanoakrylat-baserte hurtigherdende og kraftig lim.<br>
1 = Tyntflytende som passer best på: tette, jevne og vannrette flater.<br>
2 = Tyktflytende (gel) som passer best på: porøse, ujevne og loddrette flater.<br>
<br>
<h3>Bruksområde</h3>
1 = Tyntflytende (væske). Best på tette, jevne og vannrette flater av metall, glass, gummi, porselen, plast, m.m.<br>
2 = Tyktflytende (gel). Best på porøse, ujevne og loddrette flater av tre, stein, lær, keramikk, hardplast, m.m.<br>",34.95,50152
Tilt & Turn vindu Hvit,"<b>Vær oppmerksom på at fra og med 2017-01-02 levert disse vinduene i fargen NCS 0502-Y. Disse vinduene kan også bli levert i farge RAL9016 hvis ønskelig, vennligst legg en kommentar om dette i kommentarfeltet i kassa. Dette alternativet gjelder til 2017-12-31, etter det disse vinduene kan kun leveres i fargen NCS 0502-Y.</b><br><br>",5200.0,51946
Tilt & Turn vindu Hvit,"<b>Vær oppmerksom på at fra og med 2017-01-02 levert disse vinduene i fargen NCS 0502-Y. Disse vinduene kan også bli levert i farge RAL9016 hvis ønskelig, vennligst legg en kommentar om dette i kommentarfeltet i kassa. Dette alternativet gjelder til 2017-12-31, etter det disse vinduene kan kun leveres i fargen NCS 0502-Y.</b><br><br>",3645.0,51946
Vinterhanske,En skikkelig vinterhanske med thinsulate-fôr. Sydd i slitesterkt okseskinn med bestandighet mot fukt. Hansken er utstyrt med forsterket pekefinger samt krage.,94.95,53725
Vinterhanske,"En varm og fôret hanske av geiteskinn. Praktisk og flott når du skal holde deg varm, og beholder følelsen i fingertuppene. <br>
STL 10.",79.95,53725
Reservepapirholder 2229 Habo Krom,Reserveholder av stål/messing for 1 stk. reserverull.,269.0,54326
Klappbord Easy Living Messina Rundt diameter: 60 cm,Rundt klappbord med svart 5 mm herdet glassplate og aluminiumsramme. Messina er en stilig og rimelig serie. Bordet kan klappes sammen og tar minimal plass ved vinterlagringen. Velg mellom 60 eller 80 cm i diameter. Kastell posisjonsstoler passer perfekt til bordet.,626.0,47763
Klappbord Easy Living Messina Rundt diameter: 80 cm,Rundt klappbord med svart 5 mm herdet glassplate og aluminiumsramme. Messina er en stilig og rimelig serie. Bordet kan klappes sammen og tar minimal plass ved vinterlagringen. Velg mellom 60 eller 80 cm i diameter. Kastell posisjonsstoler passer perfekt til bordet.,806.0,47763
Etikettholder til hyllekurv og trådhylle pakke à 4 stk,Etikettholderne hektes på plass på  tråd- eller meshkurver og gjør det enkelt å se hva som ligger i kurven. Du skriver bare opp innholdet i kurven på en av de medfølgende etikettene. Hekt fast en holder på hver kurv,49.0,50203
Isoblokk Hjørne 30x25x50cm Leca,,249.0,48381
GELENDERKROK 86 MNI,,,49190
GELENDERKROK 86 NI,,,49190
PLASTKILER 50 STK/PAK,"Det er viktig å bruke riktig verktøy for å installere gulvet på en effektiv og riktig måte. Dette vil gi deg et godt resultat, og hvis du i tillegg pleier gulvet med riktige vedlikeholdsprodukter, vil du få et varig og flott gulv i mange år fremover. Vi har alt du trenger for installasjon og vedlikehold av ditt gulv.",,48005
RULLEBORD FOR DE7023 DE7027 DW,,,55142
Firkantskje 140mm,Firkantskje i kraftig 1.25 mm konisk slipt stål og håndtak i ulakkert tre for bedre grep.,,48777
FJÆRSPRINT 310 2 MM ELF SB,,,55150
FJÆRSPRINT 310 3 MM ELF SB,,,55150
FJÆRSPRINT 310 4 MM ELF SB,,,55150
COLLEGE GENSER SORT,Ensfarget collegegenser som er lett å trives i. Genseren har ribb på armer og linning. Foresterket nakke- og skuldersøm for ekstra lang holdbarhet.,,55155
MØBELSETT ATLANTA,"Behagelige hagemøbler!
2 stk. rottingstoler inklusive puter i aluminium.Mål: 72x85x100 cm.
2 stk.  krakker inkl. pute og 1 stk. bord 44x44x43 cm. Inkl. glassplate.
Meget godt sittekomfort.  Rund/flat rotting.
Pute tykkelse stol: 10 cm.  Krakk: 12 cm.
Farge på rotting lys grå med grå puter.",,55162
BALKONGFLAGG 150 CM M/HOLDER,"Diverse flaggprodukter, bordflagg, balkongflagg, flaggkroker, kryssholt, trebordflagg, karmholder mm.",,49440
FORMINSKNING PP 110X50 PP  SL,,,53659
STØTTEHYLSE F/MYKE RØR 15X1.0,,,53255
HÅNDDUSJHOLDER FOR VEGG KROM,,,54479
Estrella Damm,"Alkoholfri 0,33l boks",19.9,44120
Allkrok Habo 613 Hvit,Krok i plast.,48.95,55220
Vindusbrettvinkel Habo 3    Hvit,</div>,34.95,54181
Vindusbrettvinkel Habo 2    Hvit,</div>,109.0,54181
Vindusbrettvinkel Habo 2    Metall,</div>,30.95,54181
Garderobepakke for 4 dører Grinda,"Grinda innredning er tilpasset våre skyvedører i London-serien samt i et walk in closet. For deg som har liten plass eller for deg som har lavere takhøyde så er hyller, stolper og klesstenger kappbare.
<br><br>
Denne pakken passer bak fire skyvedører i London serien.",5895.0,54183
Garderobepakke med gavlside for 4 dører Grinda,"<div class=""files"">",6695.0,54183
Graderenrør N70 60 grader sort,,274.0,54358
FORANKRINGSMØRTEL FIS HB 345 FISCHER HIGHBOND 345 ML,,629.0,48293
Forankringsmørtel fis sb 390 S superbond universalmørtel 2-komp,,679.0,48293
FORANKRINGSMØRTEL FIS GREEN 300T FISCHER,,489.0,48293
Våtromssilikon Hvit 300ml,,79.0,48591
Våtromssilikon Grå 300ml,,79.0,48591
Våtromssilikon Lys Grå 300ml,,79.0,48591
Våtromssilikon Svart 300ml,,79.0,48591
Lettsparkel Grov 3L Jotun,,159.0,48592
Badstustein mini compact 7kg,,385.0,47480
"Miljøtoalett Separett 9010 Villa, 12V Inkl Barnesete",,490.0,48630
Heftgrunning Universal 9L Jotun,,149.0,48521
Takmaling Sens 02 Hvit 10L,,49.0,48511
Gryte i støpejern,,999.0,44984
Badstustein tylø as,,385.0,47480
Takmaling Sens 02 Hvit 3L,,369.0,48511
Forkle Premium,,279.0,54892
Rotisserie Sett universal,,99.0,53470
Rullebord For DE7023 DE7027 Dewalt,,889.0,55142
Håndverkskniv Hultafors med gummiskaft,,119.0,48297
Fugeskje 10mm Øyo,,129.0,54707
Fugeskje 12mm,,129.0,54707
Grillhansker i kraftig lær,,399.0,54545
Skjøtemutter elf 6kt m6 a1 din6334,,15.9,48912
Sugebrett ved gulv Flexit,,99.0,48028
Skjøt/hjørner 16x10mm hvit plasfix,,79.0,55326
"ALTANREKKE GRAN HVIT 3,4X12X420",Elegant og praktisk buet toppbord til rekkverk. Ferdig malt med grunning og 2 toppstrøk.,,48081
ISOBLOKK LECA 30CM 30X25X50CM STANDARD,"Leca Isoblokk 30 cm benyttes til bestandige og fuktsikre yttervegger murvegger som krever god isolasjon. Produktet fremstilles av Leca Lettklinker, sement, mikrosilika, sand og vann. Det er vedlikeholds-vennlig, har god fuktsikkerhet (tåler å bli fuktig), og har god brannmotstand. Isolasjonsmaterialet i Leca Isoblokk er polyuretanskum.",,48381
ISOBLOKK LECA 25X25X50CM STANDARD,"Leca Isoblokk 25 cm benyttes vanligvis til følgende formål: yttervegger hvor det kreves isolasjon, innvendige skillevegger, bærende og ikke-bærende for skille mellom rom med ulike temperaturer. Det er vedlikeholds-vennlig, har god fuktsikkerhet (tåler å bli fuktig), og har god brannmotstand. Isolasjonsmaterialet i Leca Isoblokk er polyuretanskum.",,48381
KOMMODE HVIT M/2 KURVER I GRÅTT STO,,,50017
KOMMODE HVIT M/4 KURVER I GRÅTT STO,,,50017
